subject,run,edf,event,is_mi,mi_kind
55,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R10.edf.event,True,OF
55,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R11.edf.event,False,
55,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R12.edf.event,True,LR
55,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R13.edf.event,False,
55,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S055\S055R14.edf.event,True,OF
56,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R01.edf.event,False,
56,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R02.edf.event,False,
56,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R03.edf.event,False,
56,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R04.edf.event,True,LR
56,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R05.edf.event,False,
56,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R06.edf.event,True,OF
56,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R07.edf.event,False,
56,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R08.edf.event,True,LR
56,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R09.edf.event,False,
56,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R10.edf.event,True,OF
56,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R11.edf.event,False,
56,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R12.edf.event,True,LR
56,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R13.edf.event,False,
56,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S056\S056R14.edf.event,True,OF
57,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R01.edf.event,False,
57,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R02.edf.event,False,
57,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R03.edf.event,False,
57,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R04.edf.event,True,LR
57,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R05.edf.event,False,
57,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R06.edf.event,True,OF
57,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R07.edf.event,False,
57,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R08.edf.event,True,LR
57,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R09.edf.event,False,
57,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R10.edf.event,True,OF
57,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R11.edf.event,False,
57,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R12.edf.event,True,LR
57,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R13.edf.event,False,
57,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S057\S057R14.edf.event,True,OF
58,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R01.edf.event,False,
58,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R02.edf.event,False,
58,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R03.edf.event,False,
58,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R04.edf.event,True,LR
58,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R05.edf.event,False,
58,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R06.edf.event,True,OF
58,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R07.edf.event,False,
58,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R08.edf.event,True,LR
58,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R09.edf.event,False,
58,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R10.edf.event,True,OF
58,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R11.edf.event,False,
58,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R12.edf.event,True,LR
58,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R13.edf.event,False,
58,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S058\S058R14.edf.event,True,OF
59,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R01.edf.event,False,
59,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R02.edf.event,False,
59,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R03.edf.event,False,
59,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R04.edf.event,True,LR
59,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R05.edf.event,False,
59,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R06.edf.event,True,OF
59,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R07.edf.event,False,
59,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R08.edf.event,True,LR
59,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R09.edf.event,False,
59,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R10.edf.event,True,OF
59,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R11.edf.event,False,
59,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R12.edf.event,True,LR
59,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R13.edf.event,False,
59,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S059\S059R14.edf.event,True,OF
60,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R01.edf.event,False,
60,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R02.edf.event,False,
60,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R03.edf.event,False,
60,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R04.edf.event,True,LR
60,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R05.edf.event,False,
60,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R06.edf.event,True,OF
60,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R07.edf.event,False,
60,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R08.edf.event,True,LR
60,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R09.edf.event,False,
60,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R10.edf.event,True,OF
60,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R11.edf.event,False,
60,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R12.edf.event,True,LR
60,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R13.edf.event,False,
60,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S060\S060R14.edf.event,True,OF
61,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R01.edf.event,False,
61,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R02.edf.event,False,
61,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R03.edf.event,False,
61,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R04.edf.event,True,LR
61,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R05.edf.event,False,
61,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R06.edf.event,True,OF
61,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R07.edf.event,False,
61,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R08.edf.event,True,LR
61,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R09.edf.event,False,
61,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R10.edf.event,True,OF
61,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R11.edf.event,False,
61,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R12.edf.event,True,LR
61,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R13.edf.event,False,
61,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S061\S061R14.edf.event,True,OF
62,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R01.edf.event,False,
62,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R02.edf.event,False,
62,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R03.edf.event,False,
62,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R04.edf.event,True,LR
62,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R05.edf.event,False,
62,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R06.edf.event,True,OF
62,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R07.edf.event,False,
62,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R08.edf.event,True,LR
62,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R09.edf.event,False,
62,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R10.edf.event,True,OF
62,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R11.edf.event,False,
62,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R12.edf.event,True,LR
62,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R13.edf.event,False,
62,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S062\S062R14.edf.event,True,OF
63,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R01.edf.event,False,
63,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R02.edf.event,False,
63,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R03.edf.event,False,
63,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R04.edf.event,True,LR
63,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R05.edf.event,False,
63,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R06.edf.event,True,OF
63,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R07.edf.event,False,
63,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R08.edf.event,True,LR
63,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R09.edf.event,False,
63,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R10.edf.event,True,OF
63,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R11.edf.event,False,
63,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R12.edf.event,True,LR
63,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R13.edf.event,False,
63,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S063\S063R14.edf.event,True,OF
64,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R01.edf.event,False,
64,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R02.edf.event,False,
64,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R03.edf.event,False,
64,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R04.edf.event,True,LR
64,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R05.edf.event,False,
64,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R06.edf.event,True,OF
64,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R07.edf.event,False,
64,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R08.edf.event,True,LR
64,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R09.edf.event,False,
64,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R10.edf.event,True,OF
64,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R11.edf.event,False,
64,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R12.edf.event,True,LR
64,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R13.edf.event,False,
64,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S064\S064R14.edf.event,True,OF
65,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R01.edf.event,False,
65,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R02.edf.event,False,
65,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R03.edf.event,False,
65,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R04.edf.event,True,LR
65,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R05.edf.event,False,
65,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R06.edf.event,True,OF
65,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R07.edf.event,False,
65,8,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R08.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R08.edf.event,True,LR
65,9,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R09.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R09.edf.event,False,
65,10,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R10.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R10.edf.event,True,OF
65,11,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R11.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R11.edf.event,False,
65,12,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R12.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R12.edf.event,True,LR
65,13,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R13.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R13.edf.event,False,
65,14,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R14.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S065\S065R14.edf.event,True,OF
66,1,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R01.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R01.edf.event,False,
66,2,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R02.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R02.edf.event,False,
66,3,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R03.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R03.edf.event,False,
66,4,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R04.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R04.edf.event,True,LR
66,5,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R05.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R05.edf.event,False,
66,6,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R06.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R06.edf.event,True,OF
66,7,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R07.edf,C:\Users\joelc\Desktop\EEG_Clasificador\data\raw\S066\S066R07.edf.event,False,
